id	slope	elevation	distancetoroadsandcities	protectedarea	fire	poaching	logging	forestspeciesabundance	carbonsequestration
1	-0.840855480786298	-0.0847168184641842	-1.45505458044605	0	0.506668173009633	-0.305064772364803	-0.420630831466806	-1.59239883405748	1.26488174714137
2	1.38435934347858	0.199059826536733	1.24456289489992	1	0.738534697797753	1.04090634129548	-3.28395118429805	3.48284916959595	5.65689333121984
3	-1.25549186262767	1.22982583039625	-0.43194706613794	1	0.593877107877539	-1.81791005775962	-2.78396787839426	2.38755112623667	2.996870854276
4	0.0701427664273268	0.00455253057076977	0.00686927600975185	0	0.744677717009033	0.36347557998041	-0.992404705081358	-0.771583027233254	0.592407987279735
5	1.71144087270237	-1.29460763678686	0.124551048768401	0	1.28697381467383	1.79122840226096	0.112320329940897	-3.04943668522549	-0.637031395263891
6	-0.602907981454667	-0.397161379706572	-0.409628629989087	0	-2.3660613830433	1.13238964459753	0.0767832447606552	0.628161885469093	0.704604007912335
7	-0.472166385166945	1.73948198807054	0.563413642915204	0	1.20003878181713	1.99181486983173	-0.806815867610049	0.744651136265657	1.58727992676821
8	-0.635371312524283	1.02302095488924	1.60695811472617	0	-0.434361853099282	0.919744067501513	0.384403305431831	0.449782322037808	0.859396045252955
9	-0.285773634866154	-0.527567252301625	-1.00195167321762	0	-0.446360027902161	-0.313030241240343	0.585967994298279	1.71300250426114	1.2372177212199
10	0.138108224803923	0.845996179451355	0.509325897543373	0	-0.0703731546862199	0.472983992536387	-0.244632309337314	-1.11788806326271	0.647297405243048
11	1.22763034385346	0.821549397631168	0.353716734739485	1	0.162126040574772	0.793472127227273	-1.34335340201712	0.898478804307722	2.60276938075587
12	-0.801779454652824	-1.33576938677815	0.196861225483997	0	2.25211334701572	0.435468003335092	0.979701136532395	-3.27412281578147	-1.3048167322613
13	-1.08039260002739	1.04311804405688	1.02408529121092	0	0.240255949497286	0.103749162677213	2.24083212732554	-1.84181723717265	-0.893774839149854
14	-0.157534356106882	-1.12299091967304	-0.953975346815874	0	-1.68112037143565	-1.7789156325334	-0.196269573206805	1.63608021651386	-1.45239772805207
15	-1.07176003987792	0.69092329306684	0.469299523994458	0	-0.0351932973750494	-0.205209531110872	-0.510472698545066	0.986144097028994	1.54165369425958
16	-0.138986140549846	0.368605571904535	-0.0841599988222218	0	-1.87463178967042	-0.322704393521974	-1.00150281738196	3.83925391657486	3.18656184224673
17	-0.597313094712925	0.648513361667901	-1.13043686124259	1	-0.390667795444971	-3.2496051193481	-2.82271361948036	3.72777458617189	3.26916218468292
18	-2.18396676009159	-0.439830314399336	-0.230487489221065	0	-0.756063976617365	-0.402121347343303	-0.300093378071562	0.679687506659594	1.97301245635091
19	0.240817255936695	-0.866420854775681	-0.0332620882364353	0	-0.910468172743874	-0.03353058237108	-1.33249015909945	0.951051536940787	0.665540880868774
20	-0.259355406734251	0.865300602636453	-1.00303534760141	1	-2.80548018247433	-1.89642818011521	-3.63978387417486	3.60440112534675	5.87145194757448
21	0.900511945333252	-0.509815202942368	0.0715423627104256	1	-0.258882785465724	-1.03010112897372	-1.04293230838719	0.990846195511048	-0.180419176713025
22	0.941869393867744	-0.75877632362907	1.58742119127772	0	1.6451679704667	1.9889188247073	1.67591327780095	-4.45095149784331	-2.05948688487666
23	1.4679619034197	3.40187203166968	0.427751930293748	1	0.306097437550666	0.520779369318316	-5.27554523530106	2.99698857487655	6.5536410647039
24	0.706761089557912	-0.450415989951869	0.308248594071914	0	2.74662475485302	0.300919300040854	0.961112382386603	-3.13118257430051	-3.11701396879386
25	0.819008930262152	1.72919814675032	0.121656262269722	0	1.59675775053207	-0.483821113409347	-1.11437446317155	2.61910782782581	1.97351330146828
26	-0.293481848702452	-0.718488290888839	-1.31702403849737	0	-2.55121446647911	-1.34922075164788	-0.152970004977185	1.58816043824381	0.893453671822665
